"","x"
"base",6
"capacidad",6
"comunicación",6
"constitucion",6
"contemplado",6
"controversia",6
"convivencia",6
"correspondient",6
"criminal",6
"deben",6
"dentro",6
"departamento",6
"difusión",6
"ello",6
"espacio",6
"especialment",6
"experiencia",6
"fuent",6
"género",6
"interpretación",6
"libertad",6
"mandato",6
"órgano",6
"podrán",6
"reconocimiento",6
"region",6
"relacionado",6
"repetición",6
"secretaría",6
"según",6
"solución",6
"tras",6
"articulación",5
"comité",5
"competencia",5
"comunicacion",5
"comunitaria",5
"congreso",5
"constitucional",5
"cultivo",5
"definición",5
"delegado",5
"democracia",5
"dicha",5
"diferencia",5
"discusión",5
"diseño",5
"droga",5
"económica",5
"entidad",5
"fortalec",5
"ilícito",5
"inmediata",5
"integración",5
"interé",5
"kroc",5
"libr",5
"lucha",5
"mediant",5
"mese",5
"monitoreo",5
"nuevo",5
"numer",5
"permita",5
"perspectiva",5
"primero",5
"prioridad",5
"prioritaria",5
"promoción",5
"pueda",5
"puedan",5
"radio",5
"respetando",5
"respons",5
"riesgo",5
"rural",5
"situación",5
"solicitará",5
"televisión",5
"tema",5
"verificar",5
"vigencia",5
"accion",4
"acompañant",4
"ademá",4
"agencia",4
"ajust",4
"aquello",4
"buena",4
"carácter",4
"circunscripcion",4
"comisionado",4
"compromiso",4
"construir",4
"contará",4
"continuo",4
"conversacion",4
"corresponda",4
"creará",4
"deber",4
"decision",4
"departamental",4
"detrimento",4
"distinta",4
"económico",4
"ejercicio",4
"emisión",4
"equitativa",4
"estrategia",4
"facilitar",4
"hecho",4
"herramienta",4
"inclusión",4
"incorporación",4
"incorporará",4
"institucionalidad",4
"insumo",4
"interno",4
"mesa",4
"misma",4
"municipal",4
"notabl",4
"noviembr",4
"objetivo",4
"observatorio",4
"oficina",4
"pedagogía",4
"person",4
"president",4
"priorizada",4
"priorizado",4
"propósito",4
"recomendacion",4
"reconciliación",4
"relación",4
"reparación",4
"restitución",4
"temático",4
"término",4
"tramitarán",4
"trata",4
"unidad",4
"universidad",4
"verdad",4
"activa",3
"acuerdan",3
"adopción",3
"afectada",3
"afrocolombiana",3
"alcanzado",3
"alerta",3
"alguna",3
"amnistía",3
"ancestral",3
"antv",3
"atención",3
"bilater",3
"cese",3
"ciudadanía",3
"colectiva",3
"composición",3
"compuesto",3
"común",3
"conformidad",3
"consecuencia",3
"constatar",3
"contemplará",3
"contribución",3
"cooperación",3
"creencia",3
"cronograma",3
"cuál",3
"cuatro",3
"cultural",3
"cumplan",3
"cumplir",3
"dame",3
"debe",3
"declaración",3
"definirá",3
"definitivo",3
"delito",3
"denuncia",3
"despué",3
"diferenciado",3
"eeuu",3
"efectiva",3
"eficacia",3
"entenderá",3
"estándar",3
"estudio",3
"europea",3
"evaluación",3
"éxito",3
"extinción",3
"familia",3
"fondo",3
"fuego",3
"función",3
"garant",3
"gestión",3
"guaviar",3
"hostilidad",3
"identificar",3
"igualment",3
"implementar",3
"implica",3
"incorporar",3
"incorporen",3
"inicio",3
"integrado",3
"interlocución",3
"investigación",3
"jurídica",3
"jurídico",3
"legislativa",3
"línea",3
"medio",3
"mejoramiento",3
"meta",3
"necesidad",3
"ningún",3
"normativa",3
"notr",3
"objeto",3
"ordenamiento",3
"periódico",3
"periodo",3
"permitan",3
"poblacion",3
"pobreza",3
"poder",3
"previa",3
"previsto",3
"primera",3
"priorización",3
"producción",3
"producto",3
"promoverá",3
"pronunciamiento",3
"propiedad",3
"propio",3
"razón",3
"realizarán",3
"reconocido",3
"reconociendo",3
"rede",3
"religiosa",3
"rendición",3
"representación",3
"resolución",3
"rtvc",3
"salvaguarda",3
"secretario",3
"soberanía",3
"suecia",3
"sujeto",3
"sustitución",3
"temprana",3
"tercio",3
"territorialidad",3
"tiempo",3
"totalidad",3
"transitorio",3
"tratamiento",3
"unido",3
"unión",3
"veeduría",3
"acced",2
"acordada",2
"actual",2
"adelant",2
"adoptarán",2
"adopten",2
"adquirido",2
"afectado",2
"afirmativa",2
"alcanc",2
"ampliación",2
"ampliada",2
"ancestralment",2
"anualment",2
"aplicación",2
"apoyar",2
"apoyará",2
"aprobado",2
"aprobará",2
"arma",2
"asamblea",2
"asignación",2
"asignado",2
"atenderá",2
"atenderán",2
"atendiendo",2
"audiencia",2
"autonomía",2
"bajo",2
"borrador",2
"brindará",2
"buscará",2
"búsqueda",2
"calendario",2
"calidad",2
"campesina",2
"canal",2
"causa",2
"centro",2
"chagüí",2
"cicr",2
"ciudadanosa",2
"clase",2
"clientelismo",2
"colaborar",2
"colombiano",2
"compromet",2
"compuesta",2
"comunitario",2
"concertará",2
"concurrencia",2
"concurso",2
"condenada",2
"confianza",2
"confidencialidad",2
"conformada",2
"conocimiento",2
"construido",2
"consultar",2
"contarán",2
"contemplar",2
"contendrá",2
"contribuya",2
"contribuyan",2
"convención",2
"coordinada",2
"coordinar",2
"coordinará",2
"correcta",2
"cuatrien",2
"culto",2
"cultura",2
"dando",2
"dato",2
"debida",2
"debido",2
"defensa",2
"defina",2
"definida",2
"dejación",2
"democrática",2
"democrático",2
"desarrollar",2
"desarrollará",2
"desmantelamiento",2
"desproporcionado",2
"destino",2
"día",2
"días",2
"diferenci",2
"diferenciada",2
"dimension",2
"diseñará",2
"disponibilidad",2
"distinto",2
"divulgación",2
"documento",2
"económicament",2
"efectivo",2
"efectuars",2
"elaboración",2
"elaborará",2
"elector",2
"elegida",2
"elemento",2
"eliminación",2
"embera",2
"encargada",2
"enero",2
"entendido",2
"entrada",2
"esclarecimiento",2
"establecerá",2
"establecida",2
"establezcan",2
"estructura",2
"extradición",2
"familiar",2
"fase",2
"fecha",2
"fine",2
"formulación",2
"frontera",2
"garantizando",2
"geográfico",2
"global",2
"guardia",2
"habana",2
"hacen",2
"hacers",2
"hará",2
"hora",2
"identidad",2
"ilícita",2
"impacto",2
"imparcialidad",2
"incluida",2
"incluido",2
"incluirá",2
"incluyen",2
"incorporado",2
"independientement",2
"indicador",2
"informada",2
"informar",2
"inicialment",2
"iniciativa",2
"integrada",2
"integridad",2
"interes",2
"interna",2
"inversion",2
"justicia",2
"labor",2
"listado",2
"lograr",2
"lugar",2
"manejo",2
"mapa",2
"marginalidad",2
"matric",2
"mayor",2
"metodología",2
"mira",2
"modelo",2
"niña",2
"normalización",2
"normatividad",2
"nueva",2
"nukak",2
"ocasión",2
"ocupado",2
"oei",2
"onu",2
"oportunidad",2
"óptimo",2
"orden",2
"orientador",2
"pactado",2
"paramilitarismo",2
"participen",2
"penal",2
"periódica",2
"período",2
"pertenecient",2
"pertinent",2
"plena",2
"pleno",2
"plurianu",2
"pnis",2
"pnud",2
"población",2
"pondrá",2
"pondrán",2
"poner",2
"poseído",2
"presentado",2
"presentará",2
"presupuest",2
"primer",2
"privada",2
"privado",2
"problema",2
"producir",2
"programación",2
"prohibición",2
"propia",2
"propon",2
"puerto",2
"racial",2
"rama",2
"realizar",2
"reciban",2
"recibir",2
"recibirá",2
"regalía",2
"regirán",2
"renov",2
"requier",2
"requiera",2
"respectiva",2
"resultado",2
"río",2
"san",2
"serlo",2
"sexual",2
"significa",2
"solicitando",2
"solicitar",2
"sostenibilidad",2
"sucesora",2
"suspensión",2
"tarea",2
"tecnología",2
"temática",2
"temporalidad",2
"tenencia",2
"tener",2
"toma",2
"tradicional",2
"tradicionalment",2
"trámite",2
"transformación",2
"transitoria",2
"ubicado",2
"universalidad",2
"unodc",2
"urgent",2
"verificado",2
"verificador",2
"vez",2
"violencia",2
"vivido",2
"vocero",2
"–cedaw",1
"–rtvc",1
"abierto",1
"abordará",1
"acces",1
"aceptada",1
"acnur",1
"acogiendo",1
"acontecimiento",1
"acordándos",1
"acordará",1
"acordarán",1
"actuación",1
"actuar",1
"actúen",1
"acuerd",1
"acusada",1
"adelantar",1
"adicion",1
"adjudicación",1
"administrará",1
"administrativament",1
"adolescent",1
"adoptan",1
"adoptar",1
"adversari",1
"adviertan",1
"afecta",1
"afectan",1
"afrocolombiano",1
"agenda",1
"agent",1
"agosto",1
"agregarán",1
"ahora",1
"air",1
"ajustar",1
"ajustará",1
"alemania",1
"alimentarán",1
"alimentaria",1
"allí",1
"alsacia",1
"alta",1
"ambient",1
"ámbito",1
"amenacen",1
"americano",1
"amplia",1
"ampliar",1
"análisi",1
"analizar",1
"anteponen",1
"antioquia",1
"apertura",1
"aplicado",1
"aportado",1
"aportar",1
"aportará",1
"aportarl",1
"apoyarán",1
"aprobación",1
"aprovechando",1
"aquella",1
"área",1
"armonía",1
"armonización",1
"arreglo",1
"articulada",1
"articulan",1
"articular",1
"asegur",1
"aseguren",1
"asentamiento",1
"asesoría",1
"asignada",1
"asignará",1
"asistencia",1
"asociada",1
"asociado",1
"aspecto",1
"aspiracion",1
"asumido",1
"atendida",1
"atentan",1
"atenten",1
"atribucion",1
"autónomo",1
"awá",1
"basada",1
"basándos",1
"beneficiario",1
"berna",1
"bilateralidad",1
"bogotá",1
"boletin",1
"brevedad",1
"brindar",1
"bueno",1
"cabal",1
"cabildo",1
"campesino",1
"campo",1
"candidato",1
"cañaver",1
"capacitación",1
"captura",1
"caracterización",1
"carga",1
"cargo",1
"caribeña",1
"carter",1
"catalogada",1
"cauca",1
"cerd",1
"chile",1
"ciclo",1
"ciencia",1
"cimarrona",1
"circunscripción",1
"circunstancia",1
"clara",1
"coincida",1
"colaboración",1
"colectivo",1
"colombiana",1
"colonialismo",1
"combatir",1
"comision",1
"compartido",1
"compartir",1
"complementado",1
"completo",1
"comprend",1
"comprenders",1
"comprobación",1
"comprobar",1
"comprometan",1
"comprometen",1
"comprometers",1
"comunicando",1
"comunicativa",1
"concejo",1
"concepto",1
"concertación",1
"concertada",1
"concesión",1
"conciencia",1
"concientización",1
"conciern",1
"conciudadano",1
"concluya",1
"concordancia",1
"concordia",1
"concretar",1
"condenado",1
"conducta",1
"conexo",1
"conferencia",1
"confesion",1
"confesión",1
"confidenci",1
"confinamiento",1
"conforman",1
"conoc",1
"conp",1
"consagrada",1
"consentimiento",1
"consideracion",1
"considerado",1
"consideran",1
"considerando",1
"consideren",1
"consignado",1
"consistencia",1
"consistirá",1
"constatación",1
"construirá",1
"consultada",1
"consultora",1
"consumo",1
"contar",1
"contenga",1
"contentivo",1
"contexto",1
"continent",1
"continuación",1
"contradicción",1
"contratación",1
"contribuido",1
"contribuirá",1
"convencion",1
"convenido",1
"conveniencia",1
"convenio",1
"convocatoria",1
"coordin",1
"córdoba",1
"corporacion",1
"correspond",1
"correspondan",1
"correspondencia",1
"corresponderá",1
"cosmovision",1
"costo",1
"crean",1
"crearán",1
"creen",1
"ctep",1
"cual",1
"cualquiera",1
"cuatrienal",1
"cuba",1
"culmin",1
"cumplimento",1
"cupo",1
"curvaradó",1
"cuya",1
"cuyo",1
"dada",1
"dar",1
"dará",1
"decidirán",1
"decisión",1
"decreto",1
"defensoresa",1
"deficiencia",1
"defin",1
"definido",1
"definir",1
"degrad",1
"delegadoa",1
"delegadosa",1
"delegu",1
"delimitación",1
"demarcación",1
"denominada",1
"departament",1
"depositado",1
"desaparecida",1
"desaparecido",1
"desarmado",1
"descentralizado",1
"designado",1
"designarán",1
"desminado",1
"desplazamiento",1
"desposeído",1
"destinación",1
"destinatario",1
"desvinculada",1
"desvinculado",1
"determin",1
"determinación",1
"determinan",1
"determinarán",1
"devolución",1
"diálogo",1
"diez",1
"dificultad",1
"directiva",1
"directo",1
"discriminacion",1
"discutirá",1
"dispon",1
"disposición",1
"dispuesto",1
"distribución",1
"división",1
"divulgar",1
"dobl",1
"doce",1
"dominio",1
"donant",1
"duración",1
"durban",1
"ecológica",1
"ecomún",1
"edad",1
"educación",1
"efectivament",1
"efectuada",1
"efectuará",1
"eficaz",1
"eficiencia",1
"eficient",1
"ejecut",1
"ejecutará",1
"ejecuten",1
"ejemplo",1
"ejerc",1
"emitirá",1
"empleo",1
"empresari",1
"encabezarán",1
"encontrar",1
"encuentr",1
"encuentran",1
"énfasi",1
"enmarcará",1
"ent",1
"entrarán",1
"enviará",1
"equivalent",1
"erradicando",1
"esclavización",1
"especialización",1
"especializado",1
"específica",1
"específico",1
"espiritual",1
"ésta",1
"establecerán",1
"establecimiento",1
"establezca",1
"éstas",1
"estatuto",1
"estigmatización",1
"estimularán",1
"estratégica",1
"estricta",1
"estrictament",1
"estudiant",1
"etnodesarrollo",1
"evalú",1
"evidencien",1
"exactament",1
"excepcionalment",1
"exclusión",1
"excombatient",1
"exhaustivo",1
"existen",1
"existent",1
"expedida",1
"expedido",1
"exposición",1
"extenderá",1
"exterminio",1
"extrajudicial",1
"facultad",1
"falta",1
"fao",1
"feder",1
"federación",1
"finalización",1
"financiamiento",1
"financiar",1
"finanza",1
"firmant",1
"físico",1
"form",1
"formalización",1
"forman",1
"formato",1
"formen",1
"formul",1
"fortalezcan",1
"franja",1
"frase",1
"frent",1
"funcionando",1
"funcionar",1
"fundament",1
"fundamental",1
"fundamento",1
"fundará",1
"garantic",1
"garanticen",1
"garantizarán",1
"generación",1
"generado",1
"generar",1
"geográfica",1
"gesto",1
"ginebra",1
"goce",1
"gratuita",1
"grave",1
"gravement",1
"grupo",1
"haber",1
"habilitará",1
"habitan",1
"habitu",1
"hacia",1
"haga",1
"harán",1
"histórica",1
"holandé",1
"hombr",1
"homicidio",1
"homin",1
"horaria",1
"horario",1
"humanidad",1
"humanitaria",1
"humanitario",1
"iberoamericano",1
"icmp",1
"ictj",1
"identificación",1
"identificando",1
"idoneidad",1
"idóneo",1
"iglesia",1
"igual",1
"imperativo",1
"implementará",1
"implementarán",1
"implementen",1
"implican",1
"impliqu",1
"impondrán",1
"importancia",1
"imprevista",1
"impulsará",1
"inalien",1
"incida",1
"incluir",1
"incluya",1
"incremento",1
"indicativo",1
"indiquen",1
"indirecto",1
"individual",1
"indivis",1
"inexplotación",1
"informado",1
"infraccion",1
"inherent",1
"iniciará",1
"injusticia",1
"instalación",1
"instalada",1
"institucional",1
"instrumento",1
"integral",1
"integralidad",1
"interactivo",1
"interdependient",1
"interior",1
"interlocutora",1
"interpretará",1
"intersectori",1
"inversión",1
"invertido",1
"invita",1
"invitado",1
"invitar",1
"involucrarán",1
"involucren",1
"irá",1
"ituango",1
"jep",1
"jiguamiandó",1
"jiw",1
"jorg",1
"josé",1
"jóvene",1
"judici",1
"judicial",1
"juicio",1
"jurisdiccional",1
"jurisprudenci",1
"justa",1
"katío",1
"latinoamericana",1
"lgbti",1
"libertador",1
"licencia",1
"liderará",1
"liderazgo",1
"limpieza",1
"lista",1
"literal",1
"localización",1
"lógica",1
"luego",1
"mala",1
"manifestación",1
"manifiesta",1
"manteniendo",1
"mantenimiento",1
"mapiripán",1
"masacr",1
"masiva",1
"materi",1
"material",1
"máxima",1
"máximo",1
"mayo",1
"media",1
"medir",1
"mejoren",1
"meno",1
"menoscabo",1
"mercado",1
"meritocrática",1
"metodológico",1
"miembro",1
"mientra",1
"ministerio",1
"mintic",1
"mitigación",1
"mmv",1
"modificacion",1
"modificación",1
"móvil",1
"multilateral",1
"multipartidaria",1
"múltipl",1
"multiplicar",1
"municip",1
"nariño",1
"natural",1
"negación",1
"negra",1
"nimd",1
"niño",1
"noción",1
"normativo",1
"noruega",1
"objeción",1
"objetividad",1
"obligacion",1
"observacion",1
"observarán",1
"obstant",1
"ocasion",1
"ocla",1
"ocurrida",1
"oferta",1
"ofici",1
"oit",1
"operador",1
"operando",1
"opinion",1
"opinión",1
"oportuna",1
"opten",1
"optimizarán",1
"ordenada",1
"órdene",1
"ordinaria",1
"ordinario",1
"organismo",1
"organizar",1
"organizativo",1
"orientacion",1
"orientado",1
"pacífico",1
"pacto",1
"palanquera",1
"paramilitar",1
"partición",1
"participacion",1
"participant",1
"participarán",1
"participativa",1
"particularidad",1
"pedagógica",1
"permanent",1
"permitir",1
"personalidad",1
"pertenec",1
"pertenecen",1
"pertenencia",1
"planeación",1
"planta",1
"plebiscito",1
"plenipotenciario",1
"pluralismo",1
"plurianual",1
"ponga",1
"porcentaj",1
"portal",1
"posibilitar",1
"posibl",1
"posterior",1
"potencia",1
"preciso",1
"predio",1
"preparar",1
"presencia",1
"presenta",1
"presentar",1
"presentarán",1
"presidencial",1
"presidirá",1
"prevalencia",1
"prevención",1
"previniendo",1
"previo",1
"primacía",1
"primará",1
"princip",1
"prioritariament",1
"prioritario",1
"pro",1
"procedan",1
"procedent",1
"procesada",1
"procesado",1
"procesal",1
"producido",1
"productividad",1
"productor",1
"profundización",1
"profundizar",1
"progresividad",1
"progreso",1
"promoverán",1
"promoviendo",1
"promueva",1
"promuevan",1
"propenderá",1
"propiciar",1
"prórroga",1
"prorrogar",1
"proteg",1
"protegerá",1
"proyectada",1
"prueba",1
"publicidad",1
"puesta",1
"quedarán",1
"quieran",1
"radica",1
"raizal",1
"ratificada",1
"reactivar",1
"reafirma",1
"real",1
"realicen",1
"realidad",1
"realización",1
"realizado",1
"realizan",1
"realizará",1
"recaiga",1
"recepción",1
"reciprocidad",1
"recolección",1
"recolectada",1
"recolectar",1
"recomendará",1
"reconoc",1
"reconocen",1
"reconozca",1
"redacción",1
"reducción",1
"referido",1
"reflexionar",1
"reforzada",1
"régimen",1
"regional",1
"registren",1
"regla",1
"reglamentación",1
"regresar",1
"regresividad",1
"regulan",1
"regular",1
"relacionamiento",1
"relativa",1
"relativo",1
"religiosidad",1
"religioso",1
"rendirán",1
"renovará",1
"report",1
"representatividad",1
"requerida",1
"requerido",1
"requerimiento",1
"requieren",1
"resguardo",1
"resolv",1
"respaldar",1
"respectivo",1
"respetar",1
"respondan",1
"responsabilidad",1
"respuesta",1
"restablec",1
"restablecimiento",1
"restricción",1
"resuelta",1
"retorno",1
"retraso",1
"retroalimentar",1
"reunion",1
"revisado",1
"revisión",1
"rigen",1
"rigor",1
"rigurosa",1
"rigurosament",1
"rinda",1
"rindan",1
"rri",1
"ruta",1
"sancion",1
"saneamiento",1
"secuencia",1
"sede",1
"seguirá",1
"segunda",1
"sei",1
"seleccionará",1
"seman",1
"semana",1
"semestralment",1
"sencilla",1
"sentencia",1
"sentido",1
"señal",1
"señala",1
"señor",1
"separado",1
"sere",1
"servidor",1
"servir",1
"sesion",1
"sesionar",1
"sesionará",1
"sexo",1
"siempr",1
"simplificación",1
"simultáneament",1
"sistemática",1
"soberana",1
"solicit",1
"solicita",1
"solicitarán",1
"solicitud",1
"solucion",1
"soport",1
"soportada",1
"soportado",1
"subsidiariedad",1
"subsidiario",1
"suficientement",1
"sufragio",1
"sufrido",1
"suiza",1
"suizo",1
"sujeción",1
"suministrada",1
"suministren",1
"superior",1
"surgir",1
"sustancial",1
"tale",1
"tampoco",1
"tardar",1
"telefonía",1
"termin",1
"terreno",1
"texto",1
"titulación",1
"tomando",1
"tomar",1
"trabajo",1
"tradicion",1
"tramitará",1
"transferir",1
"transvers",1
"trasparencia",1
"trasvers",1
"tratada",1
"trate",1
"trazabilidad",1
"tribal",1
"tumaco",1
"ubicación",1
"último",1
"unasur",1
"unesco",1
"unilater",1
"unilateralment",1
"unitario",1
"universal",1
"valor",1
"valoración",1
"venezuela",1
"venían",1
"vereda",1
"veredal",1
"verificará",1
"vía",1
"victimización",1
"victimizado",1
"vigor",1
"violacion",1
"violar",1
"violento",1
"vital",1
"vocera",1
"voluntad",1
"voluntaria",1
"vulner",1
"vulnerabilidad",1
"web",1
